track_name,popularity,artists_names,artist_genres,danceability,energy
Gangsta's Paradise,88,Coolio;L.V.,g funk;gangster rap;hip hop;west coast rap,0.647,0.514
Hand in My Pocket - 2015 Remaster,71,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.657,0.655
Just,75,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.291,0.767
Always Be My Baby,75,Mariah Carey,dance pop;pop;urban contemporary,0.65,0.531
In the Meantime,73,Spacehog,glam rock;pop rock;post-grunge,0.269,0.895
Zero - Remastered 2012,71,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.438,0.728
Santa Monica,73,Everclear,alternative metal;alternative rock;nu metal;permanent wave;pop rock;post-grunge,0.491,0.942
Lump,73,The Presidents Of The United States Of America,alternative rock;grunge;pop rock,0.507,0.882
La Chona,72,Los Tucanes De Tijuana,banda;corrido;musica bajacaliforniana;musica mexicana;norteno,0.84,0.713
Sold (The Grundy County Auction Incident),72,John Michael Montgomery,contemporary country;country;country road,0.771,0.848
Keep Their Heads Ringin',69,Dr. Dre,g funk;gangster rap;hip hop;rap;west coast rap,0.672,0.777
Bullet With Butterfly Wings - Remastered 2012,77,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.404,0.72
I Got 5 On It,76,Luniz;Michael Marshall,g funk;oakland hip hop;west coast rap,0.6,0.706
Breakfast At Tiffany's,74,Deep Blue Something,pop rock,0.622,0.829
Wonderwall,73,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.41,0.854
Tell Me,69,Groove Theory,contemporary r&b;new jack swing;r&b,0.8,0.362
Cumbersome,66,Seven Mary Three,alternative metal;post-grunge,0.543,0.79
Peaches,69,The Presidents Of The United States Of America,alternative rock;grunge;pop rock,0.414,0.853
Get Money,66,Junior M.A.F.I.A.,dirty south rap;east coast hip hop,0.736,0.828
Feel Me Flow,70,Naughty By Nature,east coast hip hop;hip hop;new jersey rap,0.817,0.817
1st of Tha Month,70,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,0.729,0.581
Check Yes Or No,75,George Strait,contemporary country;country;country road,0.708,0.524
Dear Mama,73,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,0.773,0.54
Fantasy,80,Mariah Carey,dance pop;pop;urban contemporary,0.669,0.727
"Shook Ones, Pt. II",79,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,0.763,0.786
Sweet Dreams (Are Made Of This),68,Marilyn Manson,alternative metal;hard rock;industrial;industrial metal;industrial rock;nu metal;post-grunge;rock,0.222,0.664
Brain Stew,73,Green Day,modern rock;permanent wave;punk;rock,0.559,0.543
1979 - Remastered 2012,79,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.767,0.787
I Wish,67,Skee-Lo,west coast rap,0.669,0.809
Wonderwall - Remastered,80,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.375,0.893
Fake Plastic Trees,74,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.463,0.229
Don't Speak,80,No Doubt,dance pop;dance rock;permanent wave;pop rock;rock,0.52,0.709
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",71,Randy Newman,movie tunes;singer-songwriter,0.689,0.333
Boombastic,74,Shaggy,pop rap;reggae fusion,0.867,0.538
Give Me One Reason,73,Tracy Chapman,folk;lilith;singer-songwriter;women's music,0.608,0.419
"I Like It, I Love It",72,Tim McGraw,contemporary country;country;country road,0.643,0.961
7 Words,70,Deftones,alternative metal;nu metal;rap metal;rock;sacramento indie,0.431,0.906
Any Man Of Mine,74,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,0.592,0.725
He's Mine,66,MoKenStef,,0.63,0.525
Antologia,78,Shakira,colombian pop;dance pop;latin pop;pop,0.839,0.403
Engine No. 9,65,Deftones,alternative metal;nu metal;rap metal;rock;sacramento indie,0.358,0.981
The World I Know,66,Collective Soul,alternative rock;grunge;pop rock;post-grunge;rock,0.514,0.704
They Don't Care About Us,75,Michael Jackson,r&b;soul,0.859,0.905
Tu Traición,71,Grupo Bryndis,banda;grupera;gruperas inmortales;grupero romantico;musica mexicana;norteno,0.728,0.68
Cotton Eye Joe,61,Rednex,eurodance;europop;swedish country,0.738,0.937
All Mixed Up,63,311,alternative metal;alternative rock;funk metal;funk rock;nu metal;pop rock;rap rock;reggae fusion,0.76,0.702
No One Needs To Know,64,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,0.663,0.525
Los Chismes,68,Chalino Sanchez;Los Amables Del Norte,banda;corrido;corridos clasicos;musica mexicana;norteno;sierreno,0.779,0.737
That Ain't My Truck,63,Rhett Akins,contemporary country;country;country road,0.64,0.788
When You Say Nothing At All,66,Alison Krauss & Union Station,progressive bluegrass,0.514,0.243
You Oughta Know - 2015 Remaster,70,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.665,0.834
You Were Meant For Me,66,Jewel,alaska indie;ectofolk;lilith;permanent wave;pop rock;singer-songwriter,0.582,0.33
Put It On,66,Big L,east coast hip hop;hardcore hip hop;harlem hip hop,0.711,0.62
Days Like This,70,Van Morrison,classic rock;folk;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,0.66,0.541
Mi Historia Entre Tus Dedos - Remastered 2020,76,Gianluca Grignani,classic italian pop;italian adult pop;mexican pop,0.612,0.577
Who Can I Run To,60,Xscape,atl hip hop;contemporary r&b;girl group;hip pop;r&b;urban contemporary,0.71,0.545
I2I,67,Tevin Campbell;Rosie Gaines,contemporary r&b;new jack swing;r&b;urban contemporary,0.728,0.756
Good,64,Better Than Ezra,pop rock;post-grunge,0.615,0.657
Down,62,311,alternative metal;alternative rock;funk metal;funk rock;nu metal;pop rock;rap rock;reggae fusion,0.441,0.922
Survival of the Fittest,72,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,0.813,0.703
One Sweet Day,70,Mariah Carey;Boyz II Men,dance pop;pop;urban contemporary,0.568,0.495
Don't Look Back In Anger - Remastered,74,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.328,0.936
Como Una Novela,72,Los Acosta,banda;grupera;musica mexicana;norteno,0.756,0.565
Shadowboxin',66,GZA;Method Man,east coast hip hop;hardcore hip hop,0.704,0.642
Spiderwebs,65,No Doubt,dance pop;dance rock;permanent wave;pop rock;rock,0.49,0.852
Buddah Lovaz,65,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,0.693,0.544
More Human Than Human,64,White Zombie,alternative metal;hard rock;industrial metal;nu metal;post-grunge;rap metal;rock,0.673,0.911
Runnin',67,The Pharcyde,alternative hip hop;hardcore hip hop;hip hop;jazz rap;west coast rap,0.754,0.785
So Many Tears,67,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,0.899,0.6
XXX's And OOO's (An American Girl),64,Trisha Yearwood,contemporary country;country;country dawn;country road,0.711,0.642
"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",66,Judy Kuhn,movie tunes,0.272,0.164
Roll To Me,64,Del Amitri,melancholia;new wave pop;scottish rock,0.567,0.821
Bored,66,Deftones,alternative metal;nu metal;rap metal;rock;sacramento indie,0.365,0.538
"Hey Man, Nice Shot - Remastered Version",66,Filter,alternative metal;alternative rock;grunge;industrial metal;nu metal;post-grunge,0.48,0.588
La Pista Secreta,67,Los Tucanes De Tijuana,banda;corrido;musica bajacaliforniana;musica mexicana;norteno,0.801,0.719
Black Star,68,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.289,0.555
The Rhythm of the Night,60,Corona,diva house;eurodance;europop;hip house,0.688,0.782
Champagne Supernova - Remastered,69,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.293,0.817
"Tonight, Tonight - Remastered 2012",69,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.277,0.67
Tomorrow,66,Silverchair,alternative metal;alternative rock;australian alternative rock;australian psych;grunge;nu metal;post-grunge,0.292,0.714
Heaven Beside You,63,Alice In Chains,alternative metal;alternative rock;grunge;hard rock;nu metal;rock,0.551,0.724
I Could Fall In Love,63,Selena,mexican pop;tejano,0.54,0.641
Como La Flor,68,Selena,mexican pop;tejano,0.632,0.75
Another Night,65,Real McCoy,diva house;eurodance;german techno;hip house,0.813,0.882
Voy a pintar un corazón,63,Los Acosta,banda;grupera;musica mexicana;norteno,0.759,0.588
Every Little Thing I Do,62,Soul For Real,boy band;contemporary r&b;new jack swing;r&b,0.713,0.378
Big Me,69,Foo Fighters,alternative metal;alternative rock;modern rock;permanent wave;post-grunge;rock,0.579,0.708
December,64,Collective Soul,alternative rock;grunge;pop rock;post-grunge;rock,0.683,0.645
Soon as I Get Home,61,Faith Evans,contemporary r&b;hip pop;r&b;urban contemporary,0.652,0.498
"Tall, Tall Trees",61,Alan Jackson,country,0.676,0.815
Don't Take It Personal (Just One of Dem Days),60,Monica,contemporary r&b;hip pop;r&b;urban contemporary,0.731,0.355
Te Aprovechas,68,Grupo Limite,grupera;ranchera;tejano,0.762,0.449
Mil Horas,70,Los Abuelos De La Nada,argentine rock;post-punk argentina;ska argentino,0.687,0.384
Can You Feel The Love Tonight,60,Elton John,glam rock;mellow gold;piano rock;rock,0.297,0.364
Who Will Save Your Soul,61,Jewel,alaska indie;ectofolk;lilith;permanent wave;pop rock;singer-songwriter,0.686,0.468
Fightin Side Of Me,60,Merle Haggard,bakersfield sound;country;country rock;nashville sound;outlaw country,0.75,0.451
Where The River Flows,61,Collective Soul,alternative rock;grunge;pop rock;post-grunge;rock,0.733,0.727
Sunday Morning,62,No Doubt,dance pop;dance rock;permanent wave;pop rock;rock,0.581,0.806
Será Mejor Que Te Vayas,69,Marco Antonio Solís;Los Bukis,grupera;latin pop;musica mexicana;ranchera,0.691,0.448
Doin' It,64,LL COOL J;Leshaun,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,0.801,0.55
Man in the Mirror,66,Michael Jackson,r&b;soul,0.794,0.798
Streets of Philadelphia - Single Edit,75,Bruce Springsteen,heartland rock;mellow gold;permanent wave;rock;singer-songwriter,0.741,0.29
Aeroplane,66,Red Hot Chili Peppers,alternative rock;funk metal;funk rock;permanent wave;rock,0.639,0.839
"I'll Be There for You - Theme From ""Friends""",70,The Rembrandts,pop rock,0.32,0.917
El Hijo Desobediente,68,Antonio Aguilar,mariachi;musica mexicana;norteno;ranchera,0.402,0.424
This Is a Call,64,Foo Fighters,alternative metal;alternative rock;modern rock;permanent wave;post-grunge;rock,0.261,0.964
I'll Stick Around,62,Foo Fighters,alternative metal;alternative rock;modern rock;permanent wave;post-grunge;rock,0.306,0.985
Anhelo,73,Adolescent's Orquesta,salsa;salsa venezolana;tropical,0.739,0.521
Angry Again,65,Megadeth,alternative metal;hard rock;melodic thrash;metal;nu metal;old school thrash;rock;speed metal;thrash metal,0.689,0.719
My Iron Lung,65,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.242,0.859
Ironic,59,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.495,0.595
Don't Look Back In Anger,69,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.349,0.917
God Blessed Texas - Special Version,59,Little Texas,contemporary country;country;country road,0.655,0.838
You Are Not Alone,69,Michael Jackson,r&b;soul,0.651,0.402
Cupid De Locke - Remastered 2012,61,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.4,0.677
Si Nos Dejan - En Vivo,72,Luis Miguel,bolero;latin pop,0.501,0.685
Lady,62,D'Angelo,indie soul;neo soul;soul,0.815,0.364
I Can Love You Like That,61,John Michael Montgomery,contemporary country;country;country road,0.655,0.336
Burn One Down,63,Ben Harper,neo mellow;pastoral,0.857,0.404
My Front Porch Looking In,59,Lonestar,contemporary country;country;country road,0.529,0.811
Ayúdame,66,Mi Banda El Mexicano,banda;musica mexicana;norteno;tecnobanda,0.786,0.776
La Dueña del Swing,65,Los Hermanos Rosario,merengue;salsa;tropical,0.676,0.872
Scatman (ski-ba-bop-ba-dop-bop),74,Scatman John,eurodance,0.65,0.82
Street Spirit (Fade Out),70,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.488,0.454
Stand Out,62,Tevin Campbell,contemporary r&b;new jack swing;r&b;urban contemporary,0.816,0.715
Freak Like Me,63,Adina Howard,contemporary r&b;r&b,0.655,0.837
"Just Around the Riverbend - From ""Pocahontas"" / Soundtrack Version",61,Judy Kuhn,movie tunes,0.308,0.19
Clave Privada,64,Banda El Recodo,banda;banda sinaloense;musica mexicana;norteno,0.541,0.3
Head over Feet - 2015 Remaster,65,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.482,0.808
Dulcemente Enamorada,66,Los Mier,grupera;gruperas inmortales;musica mexicana;norteno,0.483,0.849
Sonora Y Sus Ojos Negros,64,Miguel Y Miguel,musica sonorense;sierreno,0.659,0.358
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",62,Raekwon;Ghostface Killah;Method Man;Cappadonna,east coast hip hop;hardcore hip hop,0.683,0.902
Loungin (Who Do Ya Luv) - Remix,62,LL COOL J;Total,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,0.817,0.584
Only Happy When It Rains,58,Garbage,alternative rock;dance rock;electronic rock;permanent wave,0.511,0.827
Counting Blue Cars (Tell Me Your Thoughts On God),61,Dishwalla,pop rock;post-grunge,0.454,0.79
Una Aventura,66,Banda La Costeña,banda;banda jalisciense;banda sinaloense;musica mexicana,0.677,0.46
You Oughta Know,58,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.66,0.831
Hey Lover,61,LL COOL J;Boyz II Men,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,0.707,0.427
Kick Out the Jams,61,The Presidents Of The United States Of America,alternative rock;grunge;pop rock,0.436,0.965
Give Up the Goods (Just Step) (feat. Big Noyd),62,Mobb Deep;Big Noyd,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,0.782,0.597
Get On Up,58,Jodeci,contemporary r&b;new jack swing;r&b;urban contemporary,0.717,0.561
Love Songs on the Radio,59,Mojave 3,dream pop;noise pop;slowcore,0.457,0.25
Back for Good - Radio Mix,74,Take That,boy band;europop;talent show,0.601,0.504
Why I Love You So Much,58,Monica,contemporary r&b;hip pop;r&b;urban contemporary,0.721,0.398
Cemetery Girl,58,Insane Clown Posse,rap rock,0.735,0.849
Mundo De Amor,61,Los Tucanes De Tijuana,banda;corrido;musica bajacaliforniana;musica mexicana;norteno,0.719,0.495
You Win My Love,58,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,0.707,0.802
Mo'murda,56,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,0.746,0.727
1979 - Remastered 2012,61,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.767,0.787
Quién,63,Los Tigres Del Norte,musica mexicana;norteno;ranchera,0.771,0.442
Army of Me,56,Björk,art pop;electronica;experimental pop;experimental vocal;icelandic experimental;icelandic pop;icelandic singer-songwriter;metropopolis;permanent wave;trip hop,0.462,0.677
The Bends,62,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.23,0.755
You Learn - 2015 Remaster,63,Alanis Morissette,canadian pop;canadian singer-songwriter;lilith;neo mellow;pop rock;singer-songwriter,0.401,0.706
Como Quien Pierde una Estrella,69,Alejandro Fernández,latin arena pop;latin pop;mariachi;mexican pop;musica mexicana;ranchera,0.439,0.35
Hasta Que Amanezca,67,Joan Sebastian,banda;grupera;musica mexicana;norteno;ranchera,0.477,0.458
Bullet With Butterfly Wings - Remastered 2012,60,The Smashing Pumpkins,alternative metal;alternative rock;grunge;permanent wave;rock;spacegrunge,0.404,0.72
No News,58,Lonestar,contemporary country;country;country road,0.741,0.683
Freek'n You,60,Jodeci,contemporary r&b;new jack swing;r&b;urban contemporary,0.709,0.52
Enamorado De Un Fantasma,66,Liberación,banda;grupera;gruperas inmortales;grupero romantico;musica mexicana;norteno;tejano,0.642,0.574
This Is How We Do It,62,Montell Jordan;Wino,contemporary r&b;new jack swing;r&b;urban contemporary,0.775,0.606
Common People - Full Length Version,71,Pulp,alternative rock;britpop;permanent wave;sheffield indie,0.314,0.797
Con te partirò,70,Andrea Bocelli,classical tenor;italian tenor;operatic pop,0.241,0.367
Brown Sugar,61,D'Angelo,indie soul;neo soul;soul,0.718,0.486
Champagne Supernova,63,Oasis,beatlesque;britpop;madchester;permanent wave;rock,0.303,0.853
Leader of the Band,63,Dan Fogelberg,album rock;classic rock;country rock;folk rock;mellow gold;singer-songwriter;soft rock;yacht rock,0.628,0.159
It Matters to Me,58,Faith Hill,contemporary country;country;country dawn;country road,0.613,0.355
Show Me Love - Radio Version,60,Robyn,dance pop;electropop;neo-synthpop;scandipop;swedish electropop;swedish pop,0.546,0.643
Cruz De Madera,61,Miguel Y Miguel,musica sonorense;sierreno,0.766,0.387
I Can Love You Like That,62,All-4-One,boy band;contemporary r&b;r&b,0.635,0.712
Beautiful Life,69,Ace of Base,eurodance;europop;new wave pop,0.749,0.988
Again,59,Alice In Chains,alternative metal;alternative rock;grunge;hard rock;nu metal;rock,0.55,0.868
In The Summertime,63,Shaggy;Rayvon,pop rap;reggae fusion,0.734,0.684
Secret Garden,67,Bruce Springsteen,heartland rock;mellow gold;permanent wave;rock;singer-songwriter,0.52,0.329
Estoy Aquí,73,Shakira,colombian pop;dance pop;latin pop;pop,0.732,0.814
Root,60,Deftones,alternative metal;nu metal;rap metal;rock;sacramento indie,0.27,0.837
I Like It (I Wanna Be Where You Are),61,Grand Puba,east coast hip hop;harlem hip hop,0.865,0.641
Brooklyn Zoo,60,Ol' Dirty Bastard,east coast hip hop;hardcore hip hop;hip hop,0.704,0.701
Amazed,60,Lonestar,contemporary country;country;country road,0.557,0.553
Bullet Proof ... I Wish I Was,64,Radiohead,alternative rock;art rock;melancholia;oxford indie;permanent wave;rock,0.45,0.359
Golpes En El Corazón,60,Los Tigres Del Norte,musica mexicana;norteno;ranchera,0.751,0.408
